image_name,tray_nr,image_nr,image_path,x,y,z,roll,pitch,yaw,LDM0x,LDM0y,VP0,x0,y0,z0,LDM1x,LDM1y,VP1,x1,y1,z1,LDM2x,LDM2y,VP2,x2,y2,z2,LDM3x,LDM3y,VP3,x3,y3,z3,LDM4x,LDM4y,VP4,x4,y4,z4,LDM5x,LDM5y,VP5,x5,y5,z5,LDM6x,LDM6y,VP6,x6,y6,z6,LDM7x,LDM7y,VP7,x7,y7,z7,LDM8x,LDM8y,VP8,x8,y8,z8
cam_14.jpeg,Difficult_Trajectory,14,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_14.jpeg,-47.596056,20.725317,198.2291,-0.117254,-1.904798,-0.177987,334,294,1,41.045,-20.169,-199.745,179,247,1,-41.546,4.692,-207.754,209,258,1,-25.237,-1.156,-208.308,196,260,1,-32.629,-2.379,-208.065,200,284,1,-30.09,-15.371,-208.176,200,302,1,-30.059,-25.371,-208.197,196,326,1,-32.517,-38.379,-208.142,210,328,1,-25.018,-39.555,-208.394,180,339,1,-41.39,-45.507,-207.862
cam_15.jpeg,Difficult_Trajectory,15,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_15.jpeg,-47.101238,20.767002,198.097466,-0.133968,-2.052462,-0.202764,332,294,1,40.049,-20.133,-199.708,177,247,1,-42.573,4.694,-207.495,207,258,1,-26.263,-1.147,-208.094,194,260,1,-33.654,-2.374,-207.832,199,284,1,-31.109,-15.365,-207.953,199,302,1,-31.074,-25.364,-207.978,194,326,1,-33.526,-38.373,-207.92,208,328,1,-26.027,-39.546,-208.192,178,339,1,-42.395,-45.506,-207.619
cam_16.jpeg,Difficult_Trajectory,16,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_16.jpeg,-46.603366,20.811208,197.964866,-0.151702,-2.201406,-0.228928,330,294,1,39.047,-20.096,-199.666,175,247,1,-43.606,4.695,-207.231,205,258,1,-27.295,-1.138,-207.874,192,260,1,-34.685,-2.368,-207.593,197,284,1,-32.135,-15.358,-207.725,197,302,1,-32.095,-25.358,-207.753,192,326,1,-34.541,-38.368,-207.694,206,328,1,-27.042,-39.537,-207.985,176,339,1,-43.406,-45.504,-207.372
cam_17.jpeg,Difficult_Trajectory,17,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_17.jpeg,-46.102611,20.857891,197.831256,-0.17044,-2.35158,-0.256437,328,294,1,38.039,-20.058,-199.621,173,247,1,-44.646,4.696,-206.961,204,258,1,-28.334,-1.129,-207.648,190,260,1,-35.722,-2.363,-207.348,195,284,1,-33.166,-15.351,-207.492,195,302,1,-33.121,-25.351,-207.523,190,326,1,-35.561,-38.362,-207.462,204,328,1,-28.062,-39.528,-207.773,174,339,1,-44.422,-45.503,-207.119
cam_18.jpeg,Difficult_Trajectory,18,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_18.jpeg,-45.599147,20.907005,197.696591,-0.190164,-2.502934,-0.285252,326,294,1,37.026,-20.017,-199.571,171,247,1,-45.691,4.697,-206.684,202,258,1,-29.378,-1.12,-207.416,188,260,1,-36.765,-2.358,-207.098,193,284,1,-34.203,-15.344,-207.253,193,302,1,-34.153,-25.344,-207.288,188,326,1,-36.586,-38.357,-207.225,202,328,1,-29.087,-39.518,-207.557,172,339,1,-45.442,-45.502,-206.861
cam_19.jpeg,Difficult_Trajectory,19,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_19.jpeg,-45.093143,20.958503,197.560828,-0.210856,-2.655418,-0.315331,324,294,1,36.006,-19.976,-199.518,169,247,1,-46.742,4.697,-206.401,200,258,1,-30.428,-1.111,-207.179,186,260,1,-37.813,-2.353,-206.841,191,284,1,-35.244,-15.338,-207.008,191,302,1,-35.189,-25.338,-207.047,186,326,1,-37.615,-38.352,-206.983,200,328,1,-30.117,-39.509,-207.335,170,339,1,-46.466,-45.502,-206.599
cam_20.jpeg,Difficult_Trajectory,20,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_20.jpeg,-44.584769,21.012342,197.423926,-0.232499,-2.808982,-0.346632,322,294,1,34.982,-19.933,-199.46,167,247,1,-47.798,4.696,-206.112,198,258,1,-31.483,-1.102,-206.936,184,260,1,-38.866,-2.348,-206.579,189,284,1,-36.291,-15.332,-206.758,189,302,1,-36.23,-25.332,-206.801,184,326,1,-38.649,-38.347,-206.735,198,328,1,-31.151,-39.5,-207.108,168,340,1,-47.495,-45.502,-206.33
cam_21.jpeg,Difficult_Trajectory,21,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_21.jpeg,-44.074197,21.068474,197.285846,-0.255075,-2.963576,-0.379116,320,293,1,33.954,-19.889,-199.398,165,247,1,-48.859,4.695,-205.816,196,258,1,-32.542,-1.093,-206.687,182,260,1,-39.924,-2.343,-206.31,187,284,1,-37.342,-15.326,-206.502,187,302,1,-37.275,-25.325,-206.55,182,326,1,-39.686,-38.342,-206.483,196,328,1,-32.188,-39.491,-206.876,166,340,1,-48.527,-45.503,-206.057
cam_22.jpeg,Difficult_Trajectory,22,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_22.jpeg,-43.561597,21.126855,197.146549,-0.278568,-3.119149,-0.412741,318,293,1,32.921,-19.844,-199.332,163,247,1,-49.924,4.694,-205.514,193,258,1,-33.606,-1.084,-206.431,180,260,1,-40.986,-2.339,-206.035,185,284,1,-38.396,-15.32,-206.24,185,302,1,-38.324,-25.32,-206.292,180,326,1,-40.727,-38.338,-206.225,194,328,1,-33.23,-39.482,-206.639,164,340,1,-49.563,-45.504,-205.778
cam_23.jpeg,Difficult_Trajectory,23,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_23.jpeg,-43.047138,21.187439,197.005999,-0.302958,-3.275653,-0.447468,316,293,1,31.884,-19.797,-199.261,161,247,1,-50.992,4.692,-205.206,191,257,1,-34.673,-1.076,-206.17,178,260,1,-42.052,-2.336,-205.755,183,284,1,-39.454,-15.315,-205.972,183,302,1,-39.376,-25.314,-206.029,178,326,1,-41.771,-38.334,-205.961,192,328,1,-34.274,-39.473,-206.396,162,340,1,-50.601,-45.506,-205.494
cam_24.jpeg,Difficult_Trajectory,24,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_24.jpeg,-42.530988,21.25018,196.864161,-0.32823,-3.433036,-0.483256,314,293,1,30.843,-19.75,-199.185,159,247,1,-52.064,4.689,-204.891,189,257,1,-35.744,-1.068,-205.903,176,260,1,-43.121,-2.333,-205.467,180,284,1,-40.516,-15.31,-205.698,181,302,1,-40.432,-25.309,-205.76,176,326,1,-42.818,-38.331,-205.692,190,328,1,-35.321,-39.465,-206.148,160,340,1,-51.642,-45.508,-205.204
cam_25.jpeg,Difficult_Trajectory,25,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_25.jpeg,-42.013316,21.315033,196.721001,-0.354364,-3.591249,-0.520065,313,293,1,29.8,-19.702,-199.104,157,247,1,-53.139,4.685,-204.569,187,257,1,-36.818,-1.06,-205.629,173,260,1,-44.193,-2.33,-205.174,178,284,1,-41.58,-15.305,-205.418,179,302,1,-41.489,-25.305,-205.486,174,327,1,-43.867,-38.328,-205.417,188,329,1,-36.371,-39.457,-205.895,158,340,1,-52.684,-45.511,-204.908
cam_26.jpeg,Difficult_Trajectory,26,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_26.jpeg,-41.494293,21.381952,196.576488,-0.381344,-3.750242,-0.557856,311,293,1,28.754,-19.653,-199.018,154,247,1,-54.217,4.681,-204.241,185,257,1,-37.895,-1.053,-205.349,171,260,1,-45.267,-2.328,-204.874,176,284,1,-42.646,-15.302,-205.133,177,302,1,-42.549,-25.301,-205.205,172,327,1,-44.917,-38.325,-205.137,186,329,1,-37.422,-39.449,-205.636,155,340,1,-53.729,-45.515,-204.607
cam_27.jpeg,Difficult_Trajectory,27,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_27.jpeg,-40.974085,21.450891,196.430593,-0.409151,-3.909965,-0.596588,309,293,1,27.705,-19.603,-198.927,152,247,1,-55.296,4.676,-203.906,183,257,1,-38.974,-1.046,-205.063,169,260,1,-46.344,-2.327,-204.568,174,284,1,-43.715,-15.298,-204.841,174,303,1,-43.611,-25.297,-204.919,170,327,1,-45.97,-38.323,-204.851,184,329,1,-38.475,-39.442,-205.371,153,340,1,-54.775,-45.52,-204.301
cam_28.jpeg,Difficult_Trajectory,28,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_28.jpeg,-40.452859,21.521806,196.283287,-0.437768,-4.070367,-0.636222,307,293,1,26.654,-19.553,-198.832,150,247,1,-56.378,4.67,-203.565,181,257,1,-40.055,-1.04,-204.771,167,260,1,-47.422,-2.326,-204.256,172,284,1,-44.785,-15.295,-204.543,172,303,1,-44.674,-25.294,-204.627,168,327,1,-47.024,-38.322,-204.559,182,329,1,-39.53,-39.435,-205.101,151,341,1,-55.822,-45.525,-203.988
cam_29.jpeg,Difficult_Trajectory,29,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_29.jpeg,-39.930783,21.59465,196.134542,-0.467177,-4.2314,-0.67672,305,293,1,25.602,-19.502,-198.73,148,247,1,-57.461,4.663,-203.218,179,257,1,-41.137,-1.034,-204.472,165,260,1,-48.502,-2.326,-203.937,170,284,1,-45.856,-15.293,-204.239,170,303,1,-45.738,-25.292,-204.329,166,327,1,-48.078,-38.322,-204.262,180,329,1,-40.585,-39.429,-204.826,149,341,1,-56.87,-45.531,-203.671
cam_30.jpeg,Difficult_Trajectory,30,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_30.jpeg,-39.408025,21.669379,195.984335,-0.49736,-4.393012,-0.718042,303,293,1,24.548,-19.45,-198.624,146,247,1,-58.545,4.655,-202.863,177,257,1,-42.22,-1.029,-204.167,163,260,1,-49.583,-2.326,-203.612,168,284,1,-46.928,-15.292,-203.929,168,303,1,-46.803,-25.291,-204.025,164,327,1,-49.133,-38.322,-203.959,178,329,1,-41.641,-39.423,-204.545,147,341,1,-57.918,-45.539,-203.347
cam_31.jpeg,Difficult_Trajectory,31,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_31.jpeg,-38.88475,21.745946,195.832643,-0.528299,-4.555155,-0.76015,301,293,1,23.493,-19.399,-198.512,143,247,1,-59.629,4.646,-202.502,175,257,1,-43.304,-1.025,-203.855,161,260,1,-50.664,-2.328,-203.281,166,284,1,-48.001,-15.291,-203.613,166,303,1,-47.868,-25.29,-203.716,162,327,1,-50.188,-38.323,-203.651,176,329,1,-42.697,-39.418,-204.258,145,341,1,-58.966,-45.546,-203.018
cam_32.jpeg,Difficult_Trajectory,32,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_32.jpeg,-38.361124,21.824306,195.679443,-0.559977,-4.717778,-0.803005,299,293,1,22.438,-19.346,-198.395,141,247,1,-60.714,4.637,-202.135,172,257,1,-44.389,-1.021,-203.538,158,260,1,-51.746,-2.33,-202.943,164,284,1,-49.073,-15.291,-203.291,164,303,1,-48.934,-25.29,-203.4,159,327,1,-51.243,-38.325,-203.337,174,329,1,-43.753,-39.413,-203.966,143,341,1,-60.013,-45.555,-202.684
cam_33.jpeg,Difficult_Trajectory,33,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_33.jpeg,-37.837312,21.904414,195.524717,-0.592375,-4.880831,-0.84657,297,293,1,21.383,-19.294,-198.272,139,247,1,-61.799,4.626,-201.761,170,257,1,-45.473,-1.018,-203.214,156,260,1,-52.828,-2.333,-202.599,161,284,1,-50.146,-15.292,-202.962,162,303,1,-49.998,-25.29,-203.078,157,327,1,-52.298,-38.327,-203.017,172,329,1,-44.808,-39.41,-203.668,141,341,1,-61.06,-45.565,-202.343
cam_34.jpeg,Difficult_Trajectory,34,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_34.jpeg,-37.31348,21.986225,195.368445,-0.625475,-5.044265,-0.890805,295,292,1,20.327,-19.242,-198.144,137,247,1,-62.883,4.614,-201.381,168,257,1,-46.557,-1.016,-202.884,154,260,1,-53.909,-2.338,-202.249,159,284,1,-51.217,-15.294,-202.628,160,303,1,-51.062,-25.292,-202.751,155,328,1,-53.351,-38.33,-202.691,170,329,1,-45.862,-39.406,-203.364,138,341,1,-62.105,-45.576,-201.998
cam_35.jpeg,Difficult_Trajectory,35,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_35.jpeg,-36.789795,22.069694,195.210613,-0.65926,-5.208029,-0.935674,293,292,1,19.272,-19.189,-198.01,134,247,1,-63.966,4.601,-200.995,166,257,1,-47.64,-1.014,-202.547,152,260,1,-54.988,-2.343,-201.893,157,284,1,-52.288,-15.296,-202.288,157,303,1,-52.125,-25.294,-202.418,153,328,1,-54.403,-38.335,-202.36,167,329,1,-46.915,-39.404,-203.055,136,342,1,-63.15,-45.588,-201.647
cam_36.jpeg,Difficult_Trajectory,36,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_36.jpeg,-36.266416,22.154774,195.051206,-0.693712,-5.372074,-0.98114,291,292,1,18.218,-19.136,-197.871,132,247,1,-65.048,4.587,-200.602,164,257,1,-48.721,-1.014,-202.205,150,260,1,-56.067,-2.348,-201.53,155,284,1,-53.357,-15.3,-201.942,155,303,1,-53.186,-25.297,-202.079,151,328,1,-55.453,-38.34,-202.024,165,330,1,-47.967,-39.403,-202.741,134,342,1,-64.192,-45.601,-201.29
cam_37.jpeg,Difficult_Trajectory,37,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_37.jpeg,-35.743511,22.241422,194.89021,-0.728812,-5.53635,-1.027165,289,292,1,17.165,-19.084,-197.726,130,247,1,-66.128,4.572,-200.203,162,257,1,-49.801,-1.014,-201.856,147,260,1,-57.144,-2.355,-201.162,153,284,1,-54.424,-15.304,-201.59,153,303,1,-54.246,-25.302,-201.734,149,328,1,-56.502,-38.346,-201.682,163,330,1,-49.016,-39.402,-202.421,132,342,1,-65.232,-45.615,-200.928
cam_38.jpeg,Difficult_Trajectory,38,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_38.jpeg,-35.221244,22.329593,194.727615,-0.764543,-5.700806,-1.073713,287,292,1,16.114,-19.031,-197.576,127,247,1,-67.206,4.556,-199.797,159,257,1,-50.879,-1.015,-201.502,145,260,1,-58.219,-2.363,-200.787,150,284,1,-55.489,-15.309,-201.232,151,303,1,-55.303,-25.307,-201.384,147,328,1,-57.548,-38.353,-201.334,161,330,1,-50.064,-39.402,-202.095,130,342,1,-66.27,-45.629,-200.56
cam_39.jpeg,Difficult_Trajectory,39,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_39.jpeg,-34.699774,22.41924,194.563412,-0.800887,-5.865394,-1.120747,285,292,1,15.065,-18.979,-197.42,125,247,1,-68.281,4.539,-199.386,157,257,1,-51.955,-1.018,-201.141,143,260,1,-59.291,-2.372,-200.406,148,285,1,-56.552,-15.316,-200.868,149,303,1,-56.357,-25.313,-201.028,144,328,1,-58.591,-38.361,-200.981,159,330,1,-51.108,-39.403,-201.764,127,342,1,-67.304,-45.646,-200.188
cam_40.jpeg,Difficult_Trajectory,40,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_40.jpeg,-34.179266,22.510321,194.397593,-0.837826,-6.030064,-1.168232,283,292,1,14.018,-18.926,-197.258,123,247,1,-69.354,4.52,-198.968,155,257,1,-53.028,-1.021,-200.774,141,260,1,-60.361,-2.382,-200.019,146,285,1,-57.612,-15.323,-200.499,147,304,1,-57.409,-25.32,-200.667,142,328,1,-59.631,-38.37,-200.623,157,330,1,-52.15,-39.405,-201.428,125,343,1,-68.336,-45.663,-199.81
cam_41.jpeg,Difficult_Trajectory,41,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_41.jpeg,-33.659882,22.60279,194.230153,-0.875342,-6.194765,-1.216131,281,292,1,12.974,-18.875,-197.09,120,247,1,-70.423,4.5,-198.545,153,257,1,-54.097,-1.025,-200.402,138,260,1,-61.427,-2.394,-199.627,144,285,1,-58.668,-15.332,-200.124,144,304,1,-58.457,-25.328,-200.3,140,329,1,-60.668,-38.38,-200.259,155,330,1,-53.188,-39.408,-201.087,123,343,1,-69.364,-45.681,-199.427
cam_42.jpeg,Difficult_Trajectory,42,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_42.jpeg,-33.141782,22.696602,194.061087,-0.913416,-6.359447,-1.26441,279,292,1,11.932,-18.823,-196.918,118,247,1,-71.489,4.479,-198.116,150,257,1,-55.164,-1.03,-200.023,136,260,1,-62.49,-2.406,-199.229,142,285,1,-59.721,-15.341,-199.743,142,304,1,-59.502,-25.337,-199.927,138,329,1,-61.7,-38.391,-199.89,153,330,1,-54.222,-39.412,-200.74,121,343,1,-70.388,-45.7,-199.038
cam_43.jpeg,Difficult_Trajectory,43,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_43.jpeg,-32.625131,22.791713,193.890393,-0.952032,-6.524062,-1.313032,277,292,1,10.894,-18.772,-196.739,116,247,1,-72.55,4.457,-197.681,148,257,1,-56.226,-1.036,-199.639,134,260,1,-63.549,-2.419,-198.825,139,285,1,-60.77,-15.352,-199.357,140,304,1,-60.542,-25.347,-199.55,136,329,1,-62.729,-38.403,-199.516,150,330,1,-55.252,-39.417,-200.388,119,343,1,-71.408,-45.721,-198.645
cam_44.jpeg,Difficult_Trajectory,44,Dataset/New Datasets/20231016_New_Datasets/Difficult_Trajectory/left_rescaled/cam_44.jpeg,-32.110085,22.88808,193.71807,-0.99117,-6.688558,-1.361964,275,292,1,9.86,-18.721,-196.555,113,247,1,-73.608,4.433,-197.24,146,257,1,-57.284,-1.044,-199.25,131,260,1,-64.603,-2.434,-198.415,137,285,1,-61.814,-15.363,-198.966,138,304,1,-61.578,-25.358,-199.167,134,329,1,-63.753,-38.417,-199.138,148,331,1,-56.278,-39.423,-200.032,116,343,1,-72.423,-45.743,-198.247
