image_name,tray_nr,image_nr,image_path,camera,x,y,z,roll,pitch,yaw,LDM0x,LDM0y,VP0,x0,y0,z0,LDM1x,LDM1y,VP1,x1,y1,z1,LDM2x,LDM2y,VP2,x2,y2,z2,LDM3x,LDM3y,VP3,x3,y3,z3,LDM4x,LDM4y,VP4,x4,y4,z4,LDM5x,LDM5y,VP5,x5,y5,z5,LDM6x,LDM6y,VP6,x6,y6,z6,LDM7x,LDM7y,VP7,x7,y7,z7,LDM8x,LDM8y,VP8,x8,y8,z8
N3_TRAY_A_L_10.png,A,10,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_10.png,leftcam,-53.484,20.432,202.775,-0.0,14.833,-0.0,472,298,1,103.613,-20.432,-182.326,303,247,1,26.917,4.668,-213.809,333,258,1,42.673,-1.232,-209.636,319,260,1,35.52,-2.432,-211.531,324,283,1,37.937,-15.432,-210.891,324,301,1,37.937,-25.432,-210.891,319,325,1,35.52,-38.432,-211.531,333,328,1,42.77,-39.632,-209.611,303,337,1,26.917,-45.532,-213.809
N3_TRAY_A_L_11.png,A,11,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_11.png,leftcam,-53.485,20.432,202.569,-0.0,14.817,-0.0,472,298,1,103.51,-20.432,-182.155,303,247,1,26.805,4.668,-213.617,333,258,1,42.563,-1.232,-209.449,319,260,1,35.409,-2.432,-211.341,324,283,1,37.826,-15.432,-210.702,324,301,1,37.826,-25.432,-210.702,319,325,1,35.409,-38.432,-211.341,333,328,1,42.66,-39.632,-209.423,303,337,1,26.805,-45.532,-213.617
N3_TRAY_A_L_12.png,A,12,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_12.png,leftcam,-53.487,20.432,202.364,-0.0,14.8,-0.0,472,298,1,103.406,-20.432,-181.987,303,247,1,26.691,4.668,-213.427,333,258,1,42.451,-1.232,-209.263,319,260,1,35.296,-2.432,-211.153,324,283,1,37.713,-15.432,-210.514,324,302,1,37.713,-25.432,-210.514,319,325,1,35.296,-38.432,-211.153,333,328,1,42.547,-39.632,-209.237,303,337,1,26.691,-45.532,-213.427
N3_TRAY_A_L_13.png,A,13,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_13.png,leftcam,-53.488,20.432,202.159,-0.0,14.783,-0.0,472,298,1,103.3,-20.432,-181.819,303,247,1,26.577,4.668,-213.236,333,258,1,42.337,-1.232,-209.077,319,260,1,35.182,-2.432,-210.965,324,283,1,37.599,-15.432,-210.327,324,302,1,37.599,-25.432,-210.327,319,325,1,35.182,-38.432,-210.965,333,328,1,42.434,-39.632,-209.051,303,337,1,26.577,-45.532,-213.236
N3_TRAY_A_L_14.png,A,14,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_14.png,leftcam,-53.49,20.432,201.954,-0.0,14.767,-0.0,472,298,1,103.199,-20.432,-181.65,303,247,1,26.467,4.668,-213.045,333,258,1,42.229,-1.232,-208.89,319,260,1,35.073,-2.432,-210.776,323,283,1,37.49,-15.432,-210.139,323,302,1,37.49,-25.432,-210.139,319,325,1,35.073,-38.432,-210.776,333,328,1,42.325,-39.632,-208.864,303,337,1,26.467,-45.532,-213.045
N3_TRAY_A_L_15.png,A,15,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_15.png,leftcam,-53.491,20.432,201.748,-0.0,14.75,-0.0,472,298,1,103.094,-20.432,-181.481,303,247,1,26.352,4.668,-212.853,332,258,1,42.115,-1.232,-208.703,319,260,1,34.959,-2.432,-210.587,323,284,1,37.377,-15.432,-209.951,323,302,1,37.377,-25.432,-209.951,319,325,1,34.959,-38.432,-210.587,333,328,1,42.212,-39.632,-208.678,303,337,1,26.352,-45.532,-212.853
N3_TRAY_A_L_16.png,A,16,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_16.png,leftcam,-53.492,20.432,201.543,-0.0,14.733,-0.0,472,298,1,102.989,-20.432,-181.313,303,247,1,26.238,4.668,-212.662,332,258,1,42.002,-1.232,-208.517,319,260,1,34.845,-2.432,-210.399,323,284,1,37.263,-15.432,-209.763,323,302,1,37.263,-25.432,-209.763,319,325,1,34.845,-38.432,-210.399,332,328,1,42.099,-39.632,-208.492,303,337,1,26.238,-45.532,-212.662
N3_TRAY_A_L_17.png,A,17,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_17.png,leftcam,-53.494,20.432,201.338,-0.0,14.717,-0.0,472,298,1,102.888,-20.432,-181.143,302,247,1,26.128,4.668,-212.471,332,258,1,41.894,-1.232,-208.33,318,260,1,34.736,-2.432,-210.21,323,284,1,37.154,-15.432,-209.575,323,302,1,37.154,-25.432,-209.575,318,325,1,34.736,-38.432,-210.21,332,328,1,41.99,-39.632,-208.305,302,337,1,26.128,-45.532,-212.471
N3_TRAY_A_L_18.png,A,18,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_18.png,leftcam,-53.495,20.432,201.133,-0.0,14.7,-0.0,472,299,1,102.783,-20.432,-180.975,302,247,1,26.014,4.668,-212.28,332,258,1,41.781,-1.232,-208.144,318,260,1,34.623,-2.432,-210.022,323,284,1,37.041,-15.432,-209.387,323,302,1,37.041,-25.432,-209.387,318,325,1,34.623,-38.432,-210.022,332,328,1,41.877,-39.632,-208.118,302,337,1,26.014,-45.532,-212.28
N3_TRAY_A_L_19.png,A,19,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_19.png,leftcam,-53.497,20.432,200.927,-0.0,14.683,-0.0,472,299,1,102.679,-20.432,-180.805,302,247,1,25.901,4.668,-212.088,332,258,1,41.669,-1.232,-207.956,318,260,1,34.51,-2.432,-209.832,323,284,1,36.929,-15.432,-209.198,323,302,1,36.929,-25.432,-209.198,318,325,1,34.51,-38.432,-209.832,332,328,1,41.765,-39.632,-207.931,302,337,1,25.901,-45.532,-212.088
N3_TRAY_A_L_20.png,A,20,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_20.png,leftcam,-53.498,20.432,200.722,-0.0,14.667,-0.0,472,299,1,102.578,-20.432,-180.635,302,247,1,25.791,4.668,-211.897,332,258,1,41.56,-1.232,-207.769,318,260,1,34.401,-2.432,-209.643,323,284,1,36.819,-15.432,-209.01,323,302,1,36.819,-25.432,-209.01,318,325,1,34.401,-38.432,-209.643,332,328,1,41.656,-39.632,-207.744,302,337,1,25.791,-45.532,-211.897
N3_TRAY_A_L_21.png,A,21,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_21.png,leftcam,-53.499,20.432,200.517,-0.0,14.65,-0.0,472,299,1,102.473,-20.432,-180.467,302,247,1,25.677,4.668,-211.706,332,258,1,41.447,-1.232,-207.583,318,260,1,34.288,-2.432,-209.455,322,284,1,36.706,-15.432,-208.822,322,302,1,36.706,-25.432,-208.822,318,325,1,34.288,-38.432,-209.455,332,328,1,41.544,-39.632,-207.558,302,337,1,25.677,-45.532,-211.706
N3_TRAY_A_L_22.png,A,22,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_22.png,leftcam,-53.501,20.432,200.312,-0.0,14.633,-0.0,472,299,1,102.37,-20.432,-180.299,302,247,1,25.564,4.668,-211.514,331,258,1,41.336,-1.232,-207.397,318,260,1,34.176,-2.432,-209.266,322,284,1,36.595,-15.432,-208.635,322,302,1,36.595,-25.432,-208.635,318,325,1,34.176,-38.432,-209.266,332,328,1,41.432,-39.632,-207.371,302,338,1,25.564,-45.532,-211.514
N3_TRAY_A_L_23.png,A,23,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_23.png,leftcam,-53.502,20.432,200.106,-0.0,14.617,-0.0,472,299,1,102.268,-20.432,-180.128,301,247,1,25.454,4.668,-211.322,331,258,1,41.227,-1.232,-207.209,318,260,1,34.066,-2.432,-209.076,322,284,1,36.485,-15.432,-208.445,322,302,1,36.485,-25.432,-208.445,318,326,1,34.066,-38.432,-209.076,331,328,1,41.324,-39.632,-207.183,301,338,1,25.454,-45.532,-211.322
N3_TRAY_A_L_24.png,A,24,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_24.png,leftcam,-53.503,20.432,199.901,-0.0,14.6,-0.0,472,299,1,102.164,-20.432,-179.96,301,247,1,25.341,4.668,-211.131,331,258,1,41.115,-1.232,-207.022,317,260,1,33.954,-2.432,-208.888,322,284,1,36.373,-15.432,-208.257,322,302,1,36.373,-25.432,-208.257,317,326,1,33.954,-38.432,-208.888,331,328,1,41.211,-39.632,-206.997,301,338,1,25.341,-45.532,-211.131
N3_TRAY_A_L_25.png,A,25,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_25.png,leftcam,-53.505,20.432,199.696,-0.0,14.583,-0.0,472,299,1,102.061,-20.432,-179.791,301,247,1,25.229,4.668,-210.94,331,258,1,41.003,-1.232,-206.835,317,260,1,33.842,-2.432,-208.699,322,284,1,36.261,-15.432,-208.069,322,302,1,36.261,-25.432,-208.069,317,326,1,33.842,-38.432,-208.699,331,329,1,41.1,-39.632,-206.81,301,338,1,25.229,-45.532,-210.94
N3_TRAY_A_L_26.png,A,26,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_26.png,leftcam,-53.506,20.432,199.491,-0.0,14.567,-0.0,472,299,1,101.96,-20.432,-179.621,301,247,1,25.119,4.668,-210.748,331,258,1,40.895,-1.232,-206.648,317,260,1,33.733,-2.432,-208.509,322,284,1,36.153,-15.432,-207.881,322,302,1,36.153,-25.432,-207.881,317,326,1,33.733,-38.432,-208.509,331,329,1,40.992,-39.632,-206.623,301,338,1,25.119,-45.532,-210.748
N3_TRAY_A_L_27.png,A,27,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_27.png,leftcam,-53.507,20.432,199.285,-0.0,14.55,-0.0,472,299,1,101.856,-20.432,-179.451,301,247,1,25.006,4.668,-210.556,331,258,1,40.783,-1.232,-206.461,317,260,1,33.62,-2.432,-208.32,322,284,1,36.04,-15.432,-207.692,322,302,1,36.04,-25.432,-207.692,317,326,1,33.62,-38.432,-208.32,331,329,1,40.88,-39.632,-206.436,301,338,1,25.006,-45.532,-210.556
N3_TRAY_A_L_28.png,A,28,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_28.png,leftcam,-53.509,20.432,199.08,-0.0,14.533,-0.0,472,299,1,101.754,-20.432,-179.283,301,247,1,24.894,4.668,-210.364,331,258,1,40.672,-1.232,-206.274,317,260,1,33.509,-2.432,-208.131,321,284,1,35.929,-15.432,-207.503,321,302,1,35.929,-25.432,-207.503,317,326,1,33.509,-38.432,-208.131,331,329,1,40.769,-39.632,-206.249,301,338,1,24.894,-45.532,-210.364
N3_TRAY_A_L_29.png,A,29,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_29.png,leftcam,-53.51,20.432,198.875,-0.0,14.517,-0.0,472,299,1,101.653,-20.432,-179.112,300,247,1,24.785,4.668,-210.172,330,258,1,40.564,-1.232,-206.087,317,260,1,33.4,-2.432,-207.941,321,284,1,35.821,-15.432,-207.315,321,302,1,35.821,-25.432,-207.315,317,326,1,33.4,-38.432,-207.941,331,329,1,40.661,-39.632,-206.061,300,338,1,24.785,-45.532,-210.172
N3_TRAY_A_L_30.png,A,30,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_30.png,leftcam,-53.512,20.432,198.67,-0.0,14.5,-0.0,472,299,1,101.551,-20.432,-178.944,300,247,1,24.673,4.668,-209.981,330,258,1,40.454,-1.232,-205.9,317,260,1,33.289,-2.432,-207.752,321,284,1,35.71,-15.432,-207.126,321,302,1,35.71,-25.432,-207.126,317,326,1,33.289,-38.432,-207.752,331,329,1,40.551,-39.632,-205.875,300,338,1,24.673,-45.532,-209.981
N3_TRAY_A_L_31.png,A,31,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_31.png,leftcam,-53.513,20.432,198.464,-0.0,14.483,-0.0,472,299,1,101.447,-20.432,-178.774,300,247,1,24.56,4.668,-209.788,330,258,1,40.342,-1.232,-205.712,316,260,1,33.177,-2.432,-207.563,321,284,1,35.598,-15.432,-206.937,321,302,1,35.598,-25.432,-206.937,316,326,1,33.177,-38.432,-207.563,330,329,1,40.439,-39.632,-205.687,300,338,1,24.56,-45.532,-209.788
N3_TRAY_A_L_32.png,A,32,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_32.png,leftcam,-53.514,20.432,198.259,-0.0,14.467,-0.0,472,299,1,101.347,-20.432,-178.604,300,247,1,24.451,4.668,-209.596,330,258,1,40.234,-1.232,-205.524,316,260,1,33.069,-2.432,-207.373,321,284,1,35.49,-15.432,-206.749,321,302,1,35.49,-25.432,-206.749,316,326,1,33.069,-38.432,-207.373,330,329,1,40.331,-39.632,-205.499,300,338,1,24.451,-45.532,-209.596
N3_TRAY_A_L_33.png,A,33,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_33.png,leftcam,-53.516,20.432,198.054,-0.0,14.45,-0.0,472,299,1,101.244,-20.432,-178.435,300,247,1,24.34,4.668,-209.405,330,258,1,40.124,-1.232,-205.337,316,260,1,32.958,-2.432,-207.184,321,284,1,35.379,-15.432,-206.56,321,302,1,35.379,-25.432,-206.56,316,326,1,32.958,-38.432,-207.184,330,329,1,40.221,-39.632,-205.312,300,338,1,24.34,-45.532,-209.405
N3_TRAY_A_L_34.png,A,34,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_34.png,leftcam,-53.517,20.432,197.849,-0.0,14.433,-0.0,472,299,1,101.141,-20.432,-178.266,300,247,1,24.228,4.668,-209.213,330,258,1,40.013,-1.232,-205.15,316,260,1,32.847,-2.432,-206.995,321,284,1,35.268,-15.432,-206.372,321,302,1,35.268,-25.432,-206.372,316,326,1,32.847,-38.432,-206.995,330,329,1,40.11,-39.632,-205.125,300,338,1,24.228,-45.532,-209.213
N3_TRAY_A_L_35.png,A,35,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_35.png,leftcam,-53.518,20.432,197.643,-0.0,14.417,-0.0,472,299,1,101.041,-20.432,-178.094,299,247,1,24.119,4.668,-209.02,330,258,1,39.905,-1.232,-204.962,316,260,1,32.739,-2.432,-206.804,320,284,1,35.16,-15.432,-206.182,320,302,1,35.16,-25.432,-206.182,316,326,1,32.739,-38.432,-206.804,330,329,1,40.002,-39.632,-204.937,299,338,1,24.119,-45.532,-209.02
N3_TRAY_A_L_36.png,A,36,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_36.png,leftcam,-53.52,20.432,197.438,-0.0,14.4,-0.0,472,299,1,100.939,-20.432,-177.925,299,247,1,24.008,4.668,-208.828,330,258,1,39.796,-1.232,-204.775,316,260,1,32.628,-2.432,-206.615,320,284,1,35.05,-15.432,-205.993,320,303,1,35.05,-25.432,-205.993,316,326,1,32.628,-38.432,-206.615,330,329,1,39.892,-39.632,-204.75,299,339,1,24.008,-45.532,-208.828
N3_TRAY_A_L_37.png,A,37,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_37.png,leftcam,-53.521,20.432,197.233,-0.0,14.383,-0.0,472,299,1,100.837,-20.432,-177.756,299,247,1,23.896,4.668,-208.637,329,258,1,39.685,-1.232,-204.588,316,260,1,32.517,-2.432,-206.426,320,284,1,34.938,-15.432,-205.805,320,303,1,34.938,-25.432,-205.805,316,326,1,32.517,-38.432,-206.426,330,329,1,39.782,-39.632,-204.563,299,339,1,23.896,-45.532,-208.637
N3_TRAY_A_L_38.png,A,38,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_38.png,leftcam,-53.522,20.432,197.028,-0.0,14.367,-0.0,472,299,1,100.737,-20.432,-177.586,299,247,1,23.788,4.668,-208.444,329,258,1,39.578,-1.232,-204.4,315,260,1,32.409,-2.432,-206.236,320,284,1,34.831,-15.432,-205.616,320,303,1,34.831,-25.432,-205.616,315,326,1,32.409,-38.432,-206.236,329,329,1,39.675,-39.632,-204.375,299,339,1,23.788,-45.532,-208.444
N3_TRAY_A_L_39.png,A,39,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_39.png,leftcam,-53.524,20.432,196.822,-0.0,14.35,-0.0,472,299,1,100.635,-20.432,-177.415,299,247,1,23.677,4.668,-208.251,329,258,1,39.468,-1.232,-204.211,315,260,1,32.299,-2.432,-206.046,320,284,1,34.721,-15.432,-205.426,320,303,1,34.721,-25.432,-205.426,315,327,1,32.299,-38.432,-206.046,329,329,1,39.565,-39.632,-204.187,299,339,1,23.677,-45.532,-208.251
N3_TRAY_A_L_40.png,A,40,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_40.png,leftcam,-53.525,20.432,196.617,-0.0,14.333,-0.0,472,299,1,100.533,-20.432,-177.246,299,247,1,23.565,4.668,-208.059,329,258,1,39.358,-1.232,-204.024,315,260,1,32.188,-2.432,-205.856,320,284,1,34.61,-15.432,-205.237,320,303,1,34.61,-25.432,-205.237,315,327,1,32.188,-38.432,-205.856,329,330,1,39.455,-39.632,-204.0,299,339,1,23.565,-45.532,-208.059
N3_TRAY_A_L_41.png,A,41,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_41.png,leftcam,-53.526,20.432,196.412,-0.0,14.317,-0.0,472,299,1,100.434,-20.432,-177.076,298,247,1,23.457,4.668,-207.867,329,258,1,39.251,-1.232,-203.836,315,260,1,32.081,-2.432,-205.666,320,284,1,34.503,-15.432,-205.048,320,303,1,34.503,-25.432,-205.048,315,327,1,32.081,-38.432,-205.666,329,330,1,39.348,-39.632,-203.812,298,339,1,23.457,-45.532,-207.867
N3_TRAY_A_L_42.png,A,42,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_42.png,leftcam,-53.528,20.432,196.207,-0.0,14.3,-0.0,472,300,1,100.332,-20.432,-176.906,298,247,1,23.347,4.668,-207.675,329,258,1,39.142,-1.232,-203.649,315,260,1,31.971,-2.432,-205.477,319,284,1,34.394,-15.432,-204.859,319,303,1,34.394,-25.432,-204.859,315,327,1,31.971,-38.432,-205.477,329,330,1,39.239,-39.632,-203.624,298,339,1,23.347,-45.532,-207.675
N3_TRAY_A_L_43.png,A,43,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_43.png,leftcam,-53.529,20.432,196.001,-0.0,14.283,-0.0,472,300,1,100.23,-20.432,-176.736,298,247,1,23.235,4.668,-207.482,329,258,1,39.032,-1.232,-203.461,315,260,1,31.86,-2.432,-205.286,319,284,1,34.283,-15.432,-204.67,319,303,1,34.283,-25.432,-204.67,315,327,1,31.86,-38.432,-205.286,329,330,1,39.128,-39.632,-203.436,298,339,1,23.235,-45.532,-207.482
N3_TRAY_A_L_44.png,A,44,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_44.png,leftcam,-53.53,20.432,195.796,-0.0,14.267,-0.0,472,300,1,100.131,-20.432,-176.565,298,247,1,23.128,4.668,-207.29,328,258,1,38.925,-1.232,-203.273,314,260,1,31.753,-2.432,-205.096,319,284,1,34.176,-15.432,-204.48,319,303,1,34.176,-25.432,-204.48,314,327,1,31.753,-38.432,-205.096,329,330,1,39.022,-39.632,-203.248,298,339,1,23.128,-45.532,-207.29
N3_TRAY_A_L_45.png,A,45,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_45.png,leftcam,-53.532,20.432,195.591,-0.0,14.25,-0.0,472,300,1,100.03,-20.432,-176.396,298,247,1,23.018,4.668,-207.097,328,258,1,38.816,-1.232,-203.085,314,260,1,31.644,-2.432,-204.906,319,284,1,34.067,-15.432,-204.291,319,303,1,34.067,-25.432,-204.291,314,327,1,31.644,-38.432,-204.906,329,330,1,38.913,-39.632,-203.06,298,339,1,23.018,-45.532,-207.097
N3_TRAY_A_L_46.png,A,46,../Dataset/TASI_EROSS_SIM_N3/TRAY_A_leftcam_processed/N3_TRAY_A_L_46.png,leftcam,-53.533,20.432,195.385,-0.0,14.233,-0.0,472,300,1,99.928,-20.432,-176.226,298,247,1,22.907,4.668,-206.904,328,258,1,38.706,-1.232,-202.897,314,260,1,31.534,-2.432,-204.716,319,284,1,33.957,-15.432,-204.101,319,303,1,33.957,-25.432,-204.101,314,327,1,31.534,-38.432,-204.716,328,330,1,38.803,-39.632,-202.872,298,339,1,22.907,-45.532,-206.904
